quarter,courseId,title,description,subjectArea,unitsFixed,unitsVariableHigh,unitsVariableLow,instructionType,instructionTypeSecondary,onLineCourse,deptCode,generalEducation,enrollCode,section,classClosed,room,building,days,beginTime,endTime,instructor,functionCode,Prerequisites,Unlocks
20243,PHIL 3,CRITICAL THINKING,"Practical reasoning, argumentation, and the analysis of language as instruments of sound thinking in everyday life.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13706,102,,LINE,ON,  W    ,14:00,15:20,COLTRO DEMART,Teaching but not in charge,No Prerequisites,PHIL 100A
20243,PHIL 3,CRITICAL THINKING,"Practical reasoning, argumentation, and the analysis of language as instruments of sound thinking in everyday life.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13714,103,,LINE,ON,   R   ,15:30,16:50,COLTRO DEMART,Teaching but not in charge,No Prerequisites,PHIL 100A
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13763,100,Y,1173,HSSB, TWR   ,11:00,12:20,GREEN E J,Teaching and in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13771,101,,4209,ILP, T     ,14:00,15:20,HRISTIENKO L,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13789,102,,1101,LSB,  W    ,15:30,16:50,HRISTIENKO L,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13797,103,,1101,LSB,   R   ,15:30,16:50,HRISTIENKO L,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13805,200,,1902,PSYCH, TWR   ,11:00,12:20,GONTARYUK K,Teaching and in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13813,201,,3316,ILP, T     ,14:00,15:20,BALOCH S,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13821,202,,3312,ILP,  W    ,14:00,15:20,ESCALANTE DIA,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 4,INTRO ETHICS,"An examination, at an introductory level, of such ethical issues as: why be moral, moral relativism, the nature of virtues and vices; and possibly consideration of practical ethical problems such as abortion or war.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13839,203,,3101,ILP,   R   ,15:30,16:50,ESCALANTE DIA,Teaching but not in charge,No Prerequisites,"PHIL 134, PHIL 136"
20243,PHIL 7,BIO-MED ETHICS,"An examination of philosophical thinking about moral issues raised by the practice of medicine. Traditional ethical theories and problems will serve as background to, and in turn be illuminated by, such issues as informed consent, paternalism, abortion, euthanasia, and genetic engineering.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",13847,100,Y,LINE,ON,M W F  ,12:30,13:50,FU Y,Teaching and in charge,No Prerequisites,
20243,PHIL 7,BIO-MED ETHICS,"An examination of philosophical thinking about moral issues raised by the practice of medicine. Traditional ethical theories and problems will serve as background to, and in turn be illuminated by, such issues as informed consent, paternalism, abortion, euthanasia, and genetic engineering.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",13854,101,,LINE,ON, T     ,14:00,15:20,WOOD J L,Teaching but not in charge,No Prerequisites,
20243,PHIL 7,BIO-MED ETHICS,"An examination of philosophical thinking about moral issues raised by the practice of medicine. Traditional ethical theories and problems will serve as background to, and in turn be illuminated by, such issues as informed consent, paternalism, abortion, euthanasia, and genetic engineering.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",13862,102,,LINE,ON,   R   ,10:00,11:20,WOOD J L,Teaching but not in charge,No Prerequisites,
20243,PHIL 100A,ETHICS,"AN EXAMINATION OF THE FUNDAMENTAL CONCEPTS, THEORIES, AND PROBLEMS OF MORAL OR POLITICAL PHILOSOPHY.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13870,100,Y,1353,ARTS, TWR   ,08:00,09:20,CANET S H,Teaching and in charge,"Prerequisites: One prior course in philosophy; or, Philosphy 3 (may be taken concurrently)","PHIL 139, PHIL 150A, PHIL 127, PHIL 134, PHIL 150B, PHIL 136"
20243,PHIL 100A,ETHICS,"AN EXAMINATION OF THE FUNDAMENTAL CONCEPTS, THEORIES, AND PROBLEMS OF MORAL OR POLITICAL PHILOSOPHY.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13888,101,,2116,GIRV,  W    ,11:00,12:20,GAO K,Teaching but not in charge,"Prerequisites: One prior course in philosophy; or, Philosphy 3 (may be taken concurrently)","PHIL 139, PHIL 150A, PHIL 127, PHIL 134, PHIL 150B, PHIL 136"
20243,PHIL 100A,ETHICS,"AN EXAMINATION OF THE FUNDAMENTAL CONCEPTS, THEORIES, AND PROBLEMS OF MORAL OR POLITICAL PHILOSOPHY.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13896,102,,2123,GIRV,   R   ,13:00,14:20,GAO K,Teaching but not in charge,"Prerequisites: One prior course in philosophy; or, Philosphy 3 (may be taken concurrently)","PHIL 139, PHIL 150A, PHIL 127, PHIL 134, PHIL 150B, PHIL 136"
20243,PHIL 100B,THEORY OF KNOWLEDGE,"Investigates fundamental questions surrounding the nature   of human knowle dge and human justification, such as: What   do I know? What am I justified in believing? What is it to   know something? What is it to hold a justifi ed belief?",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13904,100,Y,1353,ARTS, TWR   ,11:00,12:20,LAMB R C,Teaching and in charge,Prerequisites: One prior course in philosophy.,"PHIL 149, PHIL 150A, PHIL 134, PHIL 150B, PHIL 160, PHIL 161"
20243,PHIL 100B,THEORY OF KNOWLEDGE,"Investigates fundamental questions surrounding the nature   of human knowle dge and human justification, such as: What   do I know? What am I justified in believing? What is it to   know something? What is it to hold a justifi ed belief?",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13912,101,,2112,GIRV,  W    ,12:30,13:50,GEDAY C J,Teaching but not in charge,Prerequisites: One prior course in philosophy.,"PHIL 149, PHIL 150A, PHIL 134, PHIL 150B, PHIL 160, PHIL 161"
20243,PHIL 100B,THEORY OF KNOWLEDGE,"Investigates fundamental questions surrounding the nature   of human knowle dge and human justification, such as: What   do I know? What am I justified in believing? What is it to   know something? What is it to hold a justifi ed belief?",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'ENGR'}, {'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}]",13920,102,,2112,GIRV,   R   ,12:30,13:50,GEDAY C J,Teaching but not in charge,Prerequisites: One prior course in philosophy.,"PHIL 149, PHIL 150A, PHIL 134, PHIL 150B, PHIL 160, PHIL 161"
20243,PHIL 100F,INTRO PHIL SCIENCE,"An introduction to the philosophical analysis of the concepts and   methods of science, treating such topics as: explanation, confirmation,   causatio n, scientific laws, the interpretation, meaning and reference   of scientif ic theories, theory reduction and theory change, and   scientific revolutio ns.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",20099,100,,1356,ARTS, TWR   ,11:00,12:20,CHARRY J D,Teaching and in charge,"Prerequisites: One prior course in philosophy; or major in physics, chemistry, or biology.","PHIL 150A, PHIL 127, PHIL 150B, PHIL 117"
20243,PHIL 100F,INTRO PHIL SCIENCE,"An introduction to the philosophical analysis of the concepts and   methods of science, treating such topics as: explanation, confirmation,   causatio n, scientific laws, the interpretation, meaning and reference   of scientif ic theories, theory reduction and theory change, and   scientific revolutio ns.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",20107,101,,3316,ILP,  W    ,12:30,13:50,RANDALL R W,Teaching but not in charge,"Prerequisites: One prior course in philosophy; or major in physics, chemistry, or biology.","PHIL 150A, PHIL 127, PHIL 150B, PHIL 117"
20243,PHIL 100F,INTRO PHIL SCIENCE,"An introduction to the philosophical analysis of the concepts and   methods of science, treating such topics as: explanation, confirmation,   causatio n, scientific laws, the interpretation, meaning and reference   of scientif ic theories, theory reduction and theory change, and   scientific revolutio ns.",PHIL    ,4.0,,,LEC,DIS,False,PHIL ,"[{'geCode': 'E  ', 'geCollege': 'L&S '}, {'geCode': 'WRT', 'geCollege': 'L&S '}, {'geCode': 'E  ', 'geCollege': 'ENGR'}, {'geCode': 'WRT', 'geCollege': 'ENGR'}]",20115,102,,3209,ILP,   R   ,09:30,10:50,RANDALL R W,Teaching but not in charge,"Prerequisites: One prior course in philosophy; or major in physics, chemistry, or biology.","PHIL 150A, PHIL 127, PHIL 150B, PHIL 117"
20243,PHIL 141,HIST ETHICS,A study of one or more historically important moral philosophers.,PHIL    ,4.0,,,LEC,,False,PHIL ,[],20123,100,,1356,ARTS,M W F  ,12:30,13:50,NORTON P R,Teaching and in charge,"Prerequisites: Philosophy 100A; or, two prior courses in philosophy.",
20243,PHIL 145,PUNISHMENT & RESPON,"An examination of some of the philosophical problems of punishment and responsibility: The rationale of punishment and the legal doctrine of Mensrea; the analysis of conditions of responsibility, relations between punishment, responsibility, retribution, guilt, shame, etc.",PHIL    ,4.0,,,LEC,,False,PHIL ,[],20131,100,Y,1349,ARTS, TWR   ,15:30,16:50,NEIDLINGER J,Teaching and in charge,,
20243,PHIL 183,BEGIN MODERN LOGIC,An introduction to the concepts and methods of moder symbolic logic. Emphas is is placed on problems of translating english expressions into logical sy mbols and on the development of skills in using the formal proof procedures of sentential and predicate logic.,PHIL    ,4.0,,,LEC,,False,PHIL ,"[{'geCode': 'C  ', 'geCollege': 'L&S '}]",20149,100,,LINE,ON,M W F  ,15:30,16:50,DYCK K V,Teaching and in charge,No Prerequisites,PHIL 184
20243,ASTROW 1,BASIC ASTRONOMY,"A survey of the development of astronomy with an emphasis on understanding the observable properties of the solar system, the sun and other stars, our own and other galaxies, and the entire universe. Topics of current interes t will be discussed as time permits.",ASTROW  ,4.0,,,LEC,DIS,True,PHYS ,"[{'geCode': 'C  ', 'geCollege': 'L&S '}, {'geCode': 'QNT', 'geCollege': 'L&S '}]",1321,100,,LINE,ON,MTW    ,09:30,10:50,GELLER R M,Teaching and in charge,,
20243,ASTROW 1,BASIC ASTRONOMY,"A survey of the development of astronomy with an emphasis on understanding the observable properties of the solar system, the sun and other stars, our own and other galaxies, and the entire universe. Topics of current interes t will be discussed as time permits.",ASTROW  ,4.0,,,LEC,DIS,True,PHYS ,"[{'geCode': 'C  ', 'geCollege': 'L&S '}, {'geCode': 'QNT', 'geCollege': 'L&S '}]",1339,101,,LINE,ON,   R   ,09:30,10:50,ANDREWS M L,Teaching but not in charge,,
20243,ASTROW 1,BASIC ASTRONOMY,"A survey of the development of astronomy with an emphasis on understanding the observable properties of the solar system, the sun and other stars, our own and other galaxies, and the entire universe. Topics of current interes t will be discussed as time permits.",ASTROW  ,4.0,,,LEC,DIS,True,PHYS ,"[{'geCode': 'C  ', 'geCollege': 'L&S '}, {'geCode': 'QNT', 'geCollege': 'L&S '}]",1347,102,,LINE,ON,   R   ,11:00,12:20,ANDREWS M L,Teaching but not in charge,,
20243,PHYS 6A,INTRODUCTORY PHYSIC,"Presents concepts and methodologies for understanding physical phenomena, a nd is particularly useful preparation for upper-division study in the life sciences. Vectors, velocity, acceleration. Newton's laws. Work and energy. Linear momentum. Gravity. Static equilibrium. Rotational motion. Angular mo mentum.",PHYS    ,3.0,,,LEC,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14084,100,,LINE,ON,MTW    ,09:30,10:50,FREUND E G,Teaching and in charge,Prerequisites: Mathematics 2A or 3A or 34A (may be taken concurrently) or AP Math AB Exam score of 3 or better.,"EARTH 103, EARTH 131, CHEM 112A, CHEM 113A, EARTH 113, EARTH 135"
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14092,100,,LINE,ON, T     ,14:00,15:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14092,100,,LINE,ON, T     ,14:00,15:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14092,100,,LINE,ON, T     ,14:00,15:50,BRICKNER S E,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14100,200,,LINE,ON, T     ,16:00,17:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14100,200,,LINE,ON, T     ,16:00,17:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14100,200,,LINE,ON, T     ,16:00,17:50,MAJUMDER U,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14118,300,,LINE,ON, T     ,18:00,19:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14118,300,,LINE,ON, T     ,18:00,19:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14118,300,,LINE,ON, T     ,18:00,19:50,MAJUMDER U,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14126,400,,LINE,ON,  W    ,14:00,15:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14126,400,,LINE,ON,  W    ,14:00,15:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14126,400,,LINE,ON,  W    ,14:00,15:50,SALAMI M I,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14134,500,,LINE,ON,  W    ,16:00,17:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14134,500,,LINE,ON,  W    ,16:00,17:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14134,500,,LINE,ON,  W    ,16:00,17:50,BRICKNER S E,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14142,600,,LINE,ON,  W    ,18:00,19:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14142,600,,LINE,ON,  W    ,18:00,19:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14142,600,,LINE,ON,  W    ,18:00,19:50,XIAO S,Teaching but not in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14159,700,,LINE,ON,   R   ,14:00,15:50,POPESCU P F,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
20243,PHYS 6AL,INTRO EXPER PHYSICS,"Self directed laboratory course where students seek to   discover simple mathematical descriptions of laws governing   various physical phenomena. Each student is responsible for   deciding what to measure, how to measure it, and what   interpretation can be placed on the results.",PHYS    ,1.0,,,LAB,,False,PHYS ,"[{'geCode': 'QNT', 'geCollege': 'L&S '}, {'geCode': 'C  ', 'geCollege': 'L&S '}]",14159,700,,LINE,ON,   R   ,14:00,15:50,MAZIN B A,Teaching and in charge,Prerequisites: Concurrent enrollment in Physics 6A.,
