id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
3116,20242,JAPAN   199,INDEPENDENT STUDIES,Individual investigations in literary fields.,JAPAN,,[],[],[]
3117,20242,JAPAN   199RA,INDEP RESEARCH ASST,Faculty supervised research.,JAPAN,,[],[],[]
3118,20242,KOR       3,FIRST YEAR KOR 3,Continuation of Korean 2.,KOR,5,"[""H"", ""B""]",[],[]
3119,20242,KOR       6,SECOND YEAR KOR 6,Continuation of Korean 5.,KOR,5,"[""B"", ""H""]",[],[]
3120,20242,LAIS     10,INTRO TO LAIS WORLD,"Introduction to issues debates, and approaches in the study of Latin Americ a, Spain and Portugal, and the Latinx world, from an interdisciplinary pers pective. Topics considered include history, culture, society, and literatur e from various places and times.",LAIS,4,"[""WRT"", ""WRT"", ""NWC"", ""NWC""]",[],[]
3121,20242,LAIS    127,GASTRONOMY,"An in-depth look at the gastronomy of specific geographical and cultural re gions of Latin America through a selection of literary texts and films. Fro m Pre-Columbian to current gastronomical influences from around the world, students will learn about ancient grains, protein alternatives, non-wheat carbohydrates, common herbs and spices in connection with the region in whi ch native people grow, preserve and consume them. Other cultural and culina ry influences that have shaped the gastronomy of Latin American today will be emphasized to highlight the fusion and a culinary syncretism observed wi thin the rich and diverse Latin American cuisine. A culinary selection of traditional dishes will be prepared.",LAIS,4,"[""NWC"", ""NWC"", ""E"", ""E""]",[],[]
3122,20242,LAIS    156A,HISTORY OF MEXICO,"The history of colonial New Spain, from California to Central America and f rom the Philippines to the Caribbean. Topics include pre-Columbian societie s, including the Aztecs; the formation and development of colonial societie s; religion; the economy; and global connections.",LAIS,4,"[""NWC"", ""WRT"", ""WRT"", ""NWC""]",[],[]
3123,20242,LAIS    165,ANDEAN LIT & CULTUR,"This course focuses on literature, music and culture of certain ethnic grou ps inhabiting the Andean region of South America including, but not limited to, the Aymara and Quechua peoples, their cosmovision and their languages. Through literary texts belonging to different genres, and through films, s pecial attention is placed on expressions of syncretism in seasonal festiva ls in which pre-Hispanic, European, and African music traditions and religi ons were shaped due to forced migration, wars and colonization. A strong em phasis on the ecological regions of the nations that share the Andean mount ain range contextualizes current indigenous movements of resistance against the degradation of its environment and the impact on its culture.",LAIS,4,[],[],[]
3124,20242,LAIS    195A,SENIOR HONRS THESIS,Individual study with the advisor for the purpose of writing a major interd isciplinary research paper on a topic of sufficient depth and sophisticatio n.,LAIS,,[],[],[]
3125,20242,LAIS    195B,SENIOR HONRS THESIS,Individual study with the advisor for the purpose of writing a major interd isciplinary research paper on a topic of sufficient depth and sophisticatio n.,LAIS,4,[],[],[]
3126,20242,LAIS    199,INDEPENDENT STUDIES,Independent studies in the LAIS department.,LAIS,,[],[],[]
3127,20242,LATIN     3,INTERMEDIATE LATIN,Continuation of Latin 2. Emphasis on building a working vocabulary and the syntax of complex sentences. Reading in classical prose introduce students to ancient Roman literature and culture.,LATIN,4,"[""B"", ""H""]",[],[]
3128,20242,LATIN   102,READINGS LATIN LIT,"Selected readings in Latin prose and/or poetry are designed to develop reading profeciency, and to help students make the transition to more advanced study of classical Latin literature.",LATIN,4,[],[],[]
3129,20242,LATIN   120,SALLUST,"Study of one of the extant works of Rome's first great historian: the Bellum Catilinae or the Bellum Iugurthinum. Translation; discussion of philological, sylistic, literary, and historical points.",LATIN,4,[],[],[]
3130,20242,LATIN   199,INDEPENDENT STUDIES,Independent investigations in Latin language and literature.,LATIN,,[],[],[]
3131,20242,LING      3B,AC ENGL,"Second level in a three-course series intended to develop   proficiency in university-level reading and writing.   Emphasizes applying critical approaches to reading, practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to a university setting.",LING,4,[],[],[]
3132,20242,LING      3C,AC ENGL,"Third level in a three-course series intended to develop   proficiency in u niversity-level reading and writing.   Emphasizes applying critical approac hes to reading,   practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to   a university setting.",LING,4,[],[],[]
3133,20242,LING      3G,ADV GRAD WRITING,"Focuses on rhetorical strategies and patterns of development used in a vari ety of writing typically required for graduate courses.  Addresses levels o f formality and academic conventions used across disciplines, emphasizing c larity of expression.",LING,4,[],[],[]
3134,20242,LING      4,INDIV & GRP INSTRUC,Designed for focused instruction in oral and written academic English. Enrollment by instructor consent.  Preference given to students at advanced proficiency levels.,LING,,[],[],[]
3135,20242,LING     12,UNIV WRIT FOR MLING,"Principles of critical reading, thinking and writing in the   university. S tudents analyze academic discourse, develop   rhetorical strategies for exp osition and argument, practice   examination writing, and write and revise papers. Completion   of C or better meets Entry Level Writing Requirement.",LING,4,"[""SUB""]",[],[]
3136,20242,LING     14,VOCAB/GRAM WRITING,"Analysis and practice of English vocabulary and grammatical constructions f or a variety of genres in academic writing. Focus on functional language us e common across disciplines, such as expressing causation and change of sta te, creating cohesion, establishing focus and emphasis, qualifying ideas, a nd reporting research. Attention given to developing language resources and strategies for effective summarizing, paraphrasing and editing.",LING,4,[],[],[]
3137,20242,LING     15,LANG IN LIFE,"Overview of language and its role in communities at home and around the world.   The diversity and history of languages; their norms, conventions, and written   traditions; the role of language in culture and identity; language rights and   multilingualism, and the implications of technology for language use.",LING,4,"[""C"", ""E"", ""E""]",[],[]
3138,20242,LING     80,ENDANGERED LGS,"Examines language endangerment and its impact on the world's speech communities. Topics include: language ecologies; reasons for language shift;   social, affective, and linguistic impacts of language contraction; indigenous   knowledge systems; biocultural diversity; documentation, revitalization, and   reclamation.",LING,3,"[""NWC"", ""E"", ""E"", ""NWC""]",[],[]
3139,20242,LING     99,INDEPENDENT STUDIES,Intended for the study of special areas within Linguistics.,LING,,[],[],[]
3140,20242,LING    105,PREDICTIVE MODELING,"Advanced methods in quantitative linguistics. Topics may include data explo ration and visualization, classification trees, random forests, regression modeling, bootstrap methods, and Bayesian data analysis. Emphasis on buildi ng predictive models of linguistic data, with a focus on simulation, model comparison, and performance evaluation. Students complete statistical progr amming assignments and projects using real-world data.",LING,4,[],[],[]
3141,20242,LING    108,INTRO TO MORPHOLOGY,"How meaning is encoded in words in the languages of the world. Morphological and   morphophonemic processes, lexical categories, derivation and inflection, productivity, tense, aspect, mode, case, concord, valence changes (passives, antipassives, benefactives, causatives), morphological typologies.",LING,4,[],[],[]
3142,20242,LING    115,HIST-COMP LING,"An introduction to linguistic change, genetic classification of languages, and methods of reconstructing parent languages.",LING,4,[],[],[]
3143,20242,LING    127,PSYCH OF LANGUAGE,"An examination of the psychological foundations of language   structure and use, including the cognitive processes involved   in the comprehension, production, and recall of words,   sentences, and discourse; first and second language   acquisition; relationships among language, brain, cognition,   and culture.",LING,4,[],[],[]
3144,20242,LING    140,ENGL GRAM FOR TCHRS,"Covers English grammatical structures commonly the focus of teaching English as an additional language. Also considers key issues related to grammar in language teaching, such as error correction and deductive versus inductive methods of instruction.",LING,4,[],[],[]
3145,20242,LING    146,AUDPHON,"Introduction to the auditory processing of speech,   including the physiolo gy of hearing, neurological   processing of speech, perception of pitch, lo udness, and   temporal properties, frequency resolution, models of speech perception, and hearing disorders.",LING,4,[],[],[]
3146,20242,LING    147,CLINICAL LING,An introduction to clinical applications of linguistics relevant to speech- language pathology and audiology.,LING,4,[],[],[]
3147,20242,LING    147CS,INTRO TO CSD,An intro to the field of communication sciences and disorders. This course will bridge lectures to clinical application with guided observation hours. Content may vary.,LING,4,[],[],[]
3148,20242,LING    148AA,ON-SITE INTRO TESOL,"Designed for students who are interested in teaching/tutoring English as a second or foreign language to adult learners, either abroad or in the United States. Course content will vary.",LING,4,[],[],[]
3149,20242,LING    149,INTERCULT COMM,"Explores communication (verbal, nonverbal, mediated) between   people from different cultural backgrounds.  Topics include   intersecting identities (national/regional, race/ethnicity,   linguistic, gender, sexual orientation, etc.), intercultural   relationships, cultural transitions, and intercultural   conflict and dialogue.  Integrates insights from social   scientific, interpretive, and critical research.",LING,4,[],[],[]
3150,20242,LING    191,INTERNSHIP IN LING,"Internship in a language-related work setting. Students apply concepts, methods, and issues from linguistics to professional contexts in education,   business, government, nonprofit organizations and other fields.",LING,,[],[],[]
3151,20242,LING    193,CAPSTONE SEM,"Original individual or collaborative research, creative, or action project in linguistics, typically taken in conjunction with LING 195 or equivalent. Weekly discussion of work in progress and professional preparation for graduate school in a workshop setting.",LING,,[],[],[]
3152,20242,LING    194,GRP STUDIES IN LING,Limited to small groups whose interest and needs determine the   central focus.,LING,,[],[],[]
3153,20242,LING    195A,HONORS THESIS,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING,,[],[],[]
3154,20242,LING    195B,HONORS THESIS,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING,,[],[],[]
3155,20242,LING    195C,HONORS THESIS,Guided research and writing of an original research paper to meet the requirements of the honors program in Linguistics.,LING,,[],[],[]
3156,20242,LING    199,INDEPENDENT STUDIES,Intended for the study of special areas within Linguistics.,LING,,[],[],[]
3157,20242,LING W    3C,AC ENGL,"Third level in a three-course series intended to develop   proficiency in u niversity-level reading and writing.   Emphasizes applying critical approac hes to reading,   practicing writing in a variety of academic styles, and developing grammatical and lexical resources appropriate to   a university setting.",LING W,4,[],[],[]
3158,20242,LING W   12,UNIV WRIT FOR MLING,"Principles of critical reading, thinking and writing in the   university. S tudents analyze academic discourse, develop   rhetorical strategies for exp osition and argument, practice   examination writing, and write and revise papers. Completion   of C or better meets Entry Level Writing Requirement.",LING W,4,"[""SUB""]",[],[]
3159,20242,MAT      80AS,ARTS & SCIENCES,"Integrative overview of media arts and technologies, emphasizing the interc onnections between technologies and humanities (means and ends), engineerin g and mathematics (concrete and abstract), and arts and science (synthesis and analysis). The THEMAS model proposes a continuum across disciplines pre viously separated by narrow specializations. This class emphasizes Arts+Sci ences (synthesis/analysis) within the overall model of THEMAS.",MAT,4,[],[],[]
3160,20242,MATH      3A,CALC WITH APPLI 1,"Differential Calculus including analytic geometry, functions and limits, de rivatives, techniques and applications of   differentiation; introduction t o integration; logarithmic and trigonometric functions.",MATH,4,"[""QNT"", ""C""]",[],[]
3161,20242,MATH      3B,CALC WITH APPLI 2,"Integral calculus including definite and indefinite integrals, techniques o f integration; introduction to sequences and series; with applications in m athematics and physics.",MATH,4,"[""C"", ""QNT""]",[],[]
3162,20242,MATH      4A,LIN ALG W/APPS,"Systems of linear equations, matrix algebra, determinants, vector spaces an d subspaces, basis and dimension, linear transformations, eigenvalues and e igenvectors, diagonalization, and orthogonality.",MATH,4,[],[],[]
3163,20242,MATH      4B,DIFF EQUATIONS,"First and second order differential equations, separation of variables, lin ear differential equations, systems of first order equations, nonlinear dif ferential equations and stability.",MATH,4,[],[],[]
3164,20242,MATH      6A,VECTOR CALCULUS 1,"Calculus of functions of several variables, vector valued functions of one variable, derivative and integrals of vector functions, double and triple i ntegrals, properties and applications of integrals, change of variables.",MATH,4,[],[],[]
3165,20242,MATH      6B,VECTOR CALCULUS 2,"Scalar and vector fields, integration along paths, integration over surface s and solid regions, integral theorems of vector calculus, Fourier series, partial differential equations.",MATH,4,[],[],[]
3166,20242,MATH      8,TRANS HIGHER MATH,"Introduction to the elements of propositional logic,   techniques of mathem atical proof, and fundamental mathematical   structures, including sets, fu nctions, relations, and other   topics as time permits. Mastery of this mat erial is essential   for students planning to major in mathematics.",MATH,5,[],[],[]
3167,20242,MATH     34A,CALC FOR SOCIAL SCI,Introduction to differential and integral calculus with   applications to m odeling in the biological sciences.,MATH,4,"[""QNT"", ""C""]",[],[]
3168,20242,MATH     34B,CALC-SOC & LIFE SCI,Continued study of differential and integral calculus with   differential a ndintegral calculus with applications.   Introduction to mathematical model ing with differential   equations. Calculus of several variables including an introduction to partial derivatives.,MATH,4,"[""C"", ""QNT""]",[],[]
3169,20242,MATH    101B,MATH SYSTEMS,"The theory of operations within rings and fields. Polynomials, the fundamen tal theorem of algebra and other factorization theorems.  Analyzing linear, polynomial, rational and exponential functions.  Solving algebraic equatio ns and inequalities. Especially suitable for prospective middle and high sc hool teachers.",MATH,4,[],[],[]
3170,20242,MATH    104B,NUMERICAL ANALYSIS,"Numerical methods for the solution of systems of linear   equations (direct and iteractive methods), and the finite   difference methods for boundary value problems for   (ordinary and partial) differential equations.",MATH,4,[],[],[]
3171,20242,MATH    104C,ADV NUM ANALYSIS,Topics in approximation theory; numerical methods for   finding eigenvalues of a matrix; and advanced topics in   numerical methods for ordinary and partial differential   equations.,MATH,4,[],[],[]
3172,20242,MATH    108A,LINEAR ALGEBRA,Abstract vector spaces and subspaces. Span and linear independence. Basis a nd dimension. Linear maps. Eigenvalues and eigenvectors.,MATH,4,[],[],[]
3173,20242,MATH    108B,LINEAR ALGEBRA,"Diagonalization, inner product spaces, projections, least-  squares approxi mations, invariant factors and elementary   divisors, canonical forms, topi cs from advanced matrix   theory, applied linear algebra, and group represe ntation   theory.",MATH,4,[],[],[]
3174,20242,MATH    108C,MTRX ANLYS,"Eigenvalues, eigenvectors and similarity; Unitary equivalence and normal ma trices; QR factorization; Least squares; Singular Value decomposition; Moor e-Penrose generalized inverse; Hermitian and symmetric matrices; Variationa l characterization of eigenvalues; Positive definite matrices; Nonnegative matrices; Perron-Frobenius Theorem.",MATH,4,[],[],[]
3175,20242,MATH    111C,ABSTRACT ALGEBRA,"Fields, field extensions, Galois theory.",MATH,4,[],[],[]
3176,20242,MATH    115B,INTRO NUMBER THEORY,"Divisibility, congruences, primitive roots and indices,   quadratic residues and the quadratic reciprocity law,   number-theoretic functions, Diophantine equations, the   distribution of primes, number-theoretic methods in   cryptography, quadratic forms, continued fractions, and   the approximation of real numbers, algebraic number   theory, partitions.",MATH,4,[],[],[]
3177,20242,MATH    117,METHODS OF ANALYSIS,"Introduction to methods of proof in analysis. topics include limits, sequen ces   and series, continuity, compactness, as well as other topics. This co urse is   intended to follow Mathematics 8 and to introduce students to the level of   sophistication of upper-division mathematics.",MATH,4,[],[],[]
3178,20242,MATH    118C,REAL ANALYSIS,Multivariable calculus and a selection of other topics including differenti al forms or Lebesgue integral.,MATH,4,[],[],[]
3179,20242,MATH    122B,COMPLEX VARIABLES,"The argument principle, Rouche’s theorem, analytic continuation, conformal mapping, fractional transformations and applications, infinite products, harmonic functions. Other topics at the discretion of the instructor.",MATH,4,[],[],[]
3180,20242,MATH    124B,FOURIER SER & NUM,Fourier series; generalized functions; and numerical   methods.,MATH,4,[],[],[]
3181,20242,MATH    137A,GRAPH/NETWORK THEOR,"Elements of graph and network theory including paths, circuits, trees, colo ring, planarity, matching theory, Hall's theorem, applications to schedulin g theory, flows in networks, Menger's theorem, and other topics as time per mits.",MATH,4,[],[],[]
3182,20242,MATH    145,INTRO TO TOPOLOGY,"Metric spaces, continuity, compactness, classification of   surfaces, Euler characteristics, and fundamental groups.   Additional topics at the discre tion of the instructor.",MATH,4,[],[],[]
3183,20242,MATH    147A,INTRO DIFF GEOMETRY,"Curves and surfaces in three-dimensional Euclidean space, first and second fundamental forms, Gaussian and mean curvature, geodesics, Gauss-Bonnet the orem, and non-Euclidean geometry.",MATH,4,[],[],[]
3184,20242,MATH    182,HISTORY OF MATH,"An examination of the major achievements in mathematical thinking throughou t history. Topics may include the history of numerical systems in early civ ilizations, the development of formal proof, mathematical contributions fro m diverse populations and the impact of technological innovations on mathem atics. Especially suitable for prospective middle and high school teachers.",MATH,4,[],[],[]
3185,20242,MATH    193,INTERN IN MATH,Faculty sponsored academic internship in industrial or research firms.,MATH,,[],[],[]
3186,20242,MATH    197A,SENIOR THESIS,Independent research under the supervision of a faculty member which will result in a senior thesis. Student will concentrate on reading and gathering material for a thesis.,MATH,,[],[],[]
3187,20242,MATH    197B,SENIOR THESIS,Independent research under the supervision of a faculty member which will result in a senior thesis. Student will concentrate on writing a thesis.,MATH,,[],[],[]
3188,20242,MATH    199,INDEPENDENT STUDIES,Coursework consists of academic research supervised by a faculty member on a topic not available in established course offerings.,MATH,,[],[],[]
3189,20242,MATH    199RA,IND RES ASSIST MATH,Coursework consists of faculty supervised research assistance.,MATH,,[],[],[]
3190,20242,MATH CS 108B,LINEAR ALGEBRA II,"Eigenvalues, eigenvectors, and diagonalization. Canonical form under similarity:   Jordan canonical form and rational canonical form, inner product and norm.   Gram-Schmidt process, adjoint of a linear operator, normal and self-adjoint   operators, unitary and orthogonal operators, spectral theorem.",MATH CS,,[],[],[]
3191,20242,MATH CS 117,INTRO. ANALYSIS,"A rigorous introduction to the elements of analysis. Covers sequences, accumulation points, Bolzano-Weierstrass, Cauchy's criterion, the completeness property of the real number system, limits of functions, continuity,   differentiability, compact sets, and the Heine-Borel theorem.",MATH CS,,[],[],[]
3192,20242,MATH CS 120FC,ALGEBRAIC COMB,This class discusses applications of algebra (especially linear algebra) to various combinatorial problems.,MATH CS,,[],[],[]
3193,20242,MATH CS 120TC,TOPOLOGICAL COMBIN,Two thieves have stolen a valuable necklace made of gems of several kinds. They want to divide the necklace so that each gets the same number of each kind of gem.  How many cuts do they have to make? In this course you'll learn the answer to this and other combinatorial questions and how algebraic topology is used in the proof.,MATH CS,,[],[],[]
3194,20242,MATH CS 122B,COMPLEX II,"Covers the basics of the topology of the complex plane, series of complex numbers, differentiability of functions of a complex variable, the complex exponential and logarithm functions, contour integration, power series   and analytic continuation, among other related topics.",MATH CS,,[],[],[]
3195,20242,MATH CS 199,INDEPENDENT STUDIES,Serious independent study in mathematics with consenting faculty member.,MATH CS,,[],[],[]
3196,20242,MATRL   100C,FUND OF STRUC EVOL,"An introduction to the thermodynamic and kinetic principles governing structural evolution in materials. Phase equilibria, diffusion and structural   transformations. Metastable structures in materials. Self-assembling systems.   Structural control through processing and/ or imposed fields. Environmental   effects on structure and properties.",MATRL,3,[],[],[]
3197,20242,MATRL   160,INTRO POLYMER SCI,"Introductory course covering synthesis, characterization, structure, and mechanical properties of polymers. The course is taught from a materials perspective and includes polymer thermodynamics, chain architecture,   meas urement and control of molecular weight as well as crystallization and   gl ass transitions.",MATRL,3,[],[],[]
3198,20242,MATRL   186B,ADDITIVE MANUFACT,"Introduction to additive manufacturing processes: a review of  manufacturin g methods and process selection consideration, economies of production, com mon additive manufacturing strategies, and a brief description of the physi cs of photopolymerization, extrusion, selective laser melting and e-beam me lting fabrication.",MATRL,3,[],[],[]
3199,20242,MCDB      1A,INTRO BIOLOGY I,"Introduction to biochemistry, cell biology and development,   and genetics.",MCDB,4,"[""C""]",[],[]
3200,20242,MCDB      6,MOL CELL BRAIN SCI,"Introduction to basic biochemistry, cell biology and genetics. Topics inclu de biological macromolecules, molecular basis of heredity, cell theory, cel lular organelles, cell division cycle, mitosis, meiosis, fertilization, ear ly development, Mendelian genetics, and molecular genetics. Biological prin ciples will be taught with examples involving the nervous system where appr opriate. Designed for Psychological and Brain Sciences majors.",MCDB,4,[],[],[]
3201,20242,MCDB     12,BIOME II,Seminar for first year pre-biology students.  Emphasis on developing critical   thinking skills by utilizing interactive panel discussions ascertaining why   biologists care about subjects like chemistry and math. Deliberation on   biology news articles designed to get students thinking like scientists.,MCDB,1,[],[],[]
3202,20242,MCDB     13,BIOME III,"Seminar for first year pre-biology students. Active learning   enhancement via topics exploring students' self-identifying   themselves as scientists, conversation on careers within the   sciences and health professions, and discussion regarding the   research process in order spark motivation and questions.",MCDB,1,[],[],[]
3203,20242,MCDB     84,INTERNSHIP BIOLOGY,"Opportunity to obtain practical biological-related research   experience by working under faculty direction as an intern   with local, state, federal, or private agencies. A written   report will be submitted for evaluation.",MCDB,,[],[],[]
3204,20242,MCDB     92,SPECIAL TOPICS,"Special topics in molecular, cellular, and developmental biology. Course content varies. Information may be obtained in department office.",MCDB,,[],[],[]
3205,20242,MCDB     98,READINGS IN BIOLOGY,Special readings on selected topics in biology. Individual conferences one hour every week. Designed to broaden the outlook and experience of advanced lower-division students. Hours and credit by arrangement with any member of the staff.,MCDB,,[],[],[]
3206,20242,MCDB     99,INTRO TO RESEARCH,Laboratory experience for advanced lower-division students. Hours and credit by arrangement with any member of the staff.,MCDB,,[],[],[]
3207,20242,MCDB    101B,MOLEC GENETICS II,"Mendelian and molecular genetics. Replication,   recombination, transmissio n and   expression of DNA in eukaryotic organisms from yeast to   man. Uses of traditional   genetics and modern molecular techniques, including   mol ecular genetic approaches to   the study of human disease.",MCDB,4,[],[],[]
3208,20242,MCDB    101BH,"GENETICS II, HONORS",Honors section designed to permit an in-depth analysis of   topics relating to genetics.,MCDB,1,[],[],[]
3209,20242,MCDB    108C,BIOCHEM COMP/SYST,"Models of Biochemical and Cellular Systems. Introductory systems-biology ap proach to model the design and the function of biological systems. Students will develop an intuition about physical concepts that are fundamental to discuss how biological organisms acquire and process information from the e nvironment. Those concepts and tools will cover probabilities and basic dyn amical systems theory. Students will build models of processes of increasin g complexity, ranging from viral dynamics, bacterial resistance to drugs, t he maintenance of homeostatic equilibrium (trp operon), biological oscillat ors (mitotic clock) and genetic switches underlying cellular decisions (bac teriophage lambda and lac operon).",MCDB,4,[],[],[]
3210,20242,MCDB    109L,LAB IN BIOCHEMISTRY,"Laboratory techniques in biochemistry. Focus will be on   contemporary biochemical techniques used in biomedical research   including the analysis of proteins, recombinant DNA expression and   protein purification, enzyme regulation, steady-state kinetic   analysis and metabolic control. Emphasis will be on both   theoretical and practical aspects.",MCDB,4,[],[],[]
3211,20242,MCDB    110,PRIN OF BIOCHEM,An introduction to molecular structures and mechanisms of living systems.,MCDB,4,[],[],[]
3212,20242,MCDB    111,HUMAN PHYSIOLOGY,"Fundamentals of human physiology at the molecular, cellular and organismal levels. Emphasis on homeostatic mechanisms regulating intercellular communi cation, muscle function, circulation, metabolism and body fluid balance/com position.",MCDB,4,[],[],[]
3213,20242,MCDB    118,PLANT DEVELOPMENT,Differentiation and morphogenesis of plants: mechanisms of cell-cell interactions.,MCDB,4,[],[],[]
3214,20242,MCDB    133,IMMUNOBIOLOGY,"Introduction to the current concepts of immunology. Emphasis on immunoglobulin structure and function, cell-cell cooperation in the immune response, and the role of major histocompatibility complex and cytokines in regulating immune responsiveness.",MCDB,5,[],[],[]
3215,20242,MCDB    133H,IMMUNOBIOLOGY,Honors component of MCDB 133 focusing on selected aspects of the immune system and its components using a web browser to run interactive computer assignments.,MCDB,1,[],[],[]
3216,20242,MCDB    133L,IMMUNOBIOLOGY LAB,Introduction to modern laboratory methods in immunology; properties and characterization of immunoglobulins and immunoglobulin-secreting cells; introduction to hybridoma technology; characterization of effector and regulatory T cells using functional assays.,MCDB,4,[],[],[]
3217,20242,MCDB    134,GEN ANIMAL VIROLOGY,An introduction to the biology of animal viruses with emphasis on the biochemical and biophysical properties of viruses; the mechanisms by which animal viruses replicate; the cellular effects of and response to viral infection; and selected aspects of medical virology.,MCDB,4,[],[],[]
3218,20242,MCDB    135,CELL GROWTH/ONCOGEN,"Focuses on mechanisms of growth control of eukaryotes. Topics include: the properties of mammalian cells in culture and how they relate to malignant cells, growth factors and their receptors, cell cycle control, oncogenes and tumor suppressor genes.",MCDB,4,[],[],[]
3219,20242,MCDB    135H,ONCOGENESIS HONORS,Honors section designed to permit an in-depth analysis of   topics relating to Cellular Growth Control and Oncogenesis.,MCDB,1,[],[],[]
3220,20242,MCDB    136H,CYTOKINE VIRAL PATH,"Honors virology course designed to permit an in-depth   consideration of selected aspects of the mechanisms of   action of cytokines, with emphasis on the antiviral   properties of interferons and their roles in host to viral   infection and viral pathogenesis.",MCDB,2,[],[],[]
3221,20242,MCDB    139,MEDICAL MICROBIOL,"Study of the characteristics of bacteria and viruses, both   pathogenic and adventitious, as they are associated with   diseases of humans.",MCDB,4,[],[],[]
3222,20242,MCDB    139H,MED MICRO - HONORS,Honors section designed to permit an in-depth analysis of   topics relating to Medical Microbiology.,MCDB,1,[],[],[]
3223,20242,MCDB    140L,RECOMBINANT DNA,"Basic techniques of molecular cloning. Screening of   recombinant cDNA libraries, polymerase chain reaction,   restriction endonucleases, gel electrophoresis, DNA   sequencing, nucleic acid hybridization.",MCDB,4,[],[],[]
3224,20242,MCDB    145,PROTEIN PROCESSING,"Structure/function relationships in interesting macromolecules isolated fro m marine organisms. Focus is on well-characterized pathways from horseshoe crabs, abolones, mussels, and fish as well as others.",MCDB,4,[],[],[]
3225,20242,MCDB    146,STEM CELL BIO HLTH,"Basic biology of embryonic and adult stem cells and nuclear transfer, with emphasis on latest findings from the current literature.",MCDB,4,[],[],[]
3226,20242,MCDB    153,DEVELOP NEUROBIO,"The course begins with fertilization and moves through sequential stages in the   development of the nervous system, including cell migration and differentiation,   axon outgrowth and pathfinding, programmed cell death, synaptogenesis,   learning, memory, neurodegenerative conditions and current strategies for   neuronal regeneration.",MCDB,4,[],[],[]
3227,20242,MCDB    153H,DEVEL NEURO: HONORS,"Honors section designed to permit an indepth consideration and analysis of selcted topics relating to the development, maintenance, degeneratation and regeneration of the nervous system.",MCDB,1,[],[],[]
3228,20242,MCDB    183,TEACHING ASSISTANCE,"Students will assist instructor in teaching course in which the student previously received a grade of A- or better. Activities will be determined in consultation with the instructor and may include leading discussion, laboratory, or tutorial section(s), attending lectures, and grading exams.",MCDB,,[],[],[]
3229,20242,MCDB    184,INTERNSHIP BIOLOGY,"Opportunity to obtain practical biological-related research experience by working under faculty direction as an intern with local, state, federal, or private agencies. A written report will be submitted for evaluation.",MCDB,,[],[],[]
3230,20242,MCDB    187,PHARMACOLOGY COLLOQ,Research seminars on current research topics in pharmacology   presented by invited speakers.,MCDB,1,[],[],[]
3231,20242,MCDB    188,LIT PLANT MOL BIOL,"Critical reading and presentation of the current literature in   plant molecular biology, cell biology and development.",MCDB,1,[],[],[]
3232,20242,MCDB    192,SPECIAL TOPICS,Special topics of current importance in biological sciences. Course content will   vary. Information may be obtained in department office.,MCDB,,[],[],[]
3233,20242,MCDB    194BG,BACTERIAL GENETICS,Oral reports by students.,MCDB,2,[],[],[]
3234,20242,MCDB    194CE,C ELEGANS DEV/BEHAV,Reports by students.,MCDB,2,[],[],[]
3235,20242,MCDB    194DV,DEVELOPMENTAL BIOL,Oral reports by students.,MCDB,2,[],[],[]
3236,20242,MCDB    194KF,SCI FOR COMMON GOOD,Required non major applicable course for UCSB Beckman   Scholars. Designed to introduce outstanding undergraduate   researchers to their role as citizen-scientists/engineers and   leaders in applying scientific approaches to global problems.   Students must be conducting research while taking this course.,MCDB,2,[],[],[]
3237,20242,MCDB    194MP,MICRO PATHOGENESIS,Oral reports by students.,MCDB,2,[],[],[]
3238,20242,MCDB    194RF,PLANT DEV GENETICS,Oral reports by students.,MCDB,2,[],[],[]
3239,20242,MCDB    197,DIRECTED STUDIES,Hours and credit by arrangement with any faculty member.,MCDB,,[],[],[]
3240,20242,MCDB    198,DIRECTED READINGS,Individual conferences one hour every two weeks. special readings designed to broaden the outlook of students and to knit into a cohesive whole the basic principles underlying the major disciplines in the field.,MCDB,,[],[],[]
3241,20242,MCDB    199,INDEPENDENT STUDIES,Hours and credit by arrangement with any faculty member. Laboratory or field.,MCDB,,[],[],[]
3242,20242,ME       10,"GRAPHICS, CAD & DES","Introduces hands-on engineering design via lessons on the design process, C omputer Aided Design (CAD), free hand sketching, use of a laser cutter, sol dering, basic circuits, basic microprocessor programming, motors and gear t rains. Makes use of a robotic project to allow students to practice all abo ve topics. Students create dimensioned engineering drawings and present the ir designs at a final design fair. The focus of the course is to empower st udents to leverage all engineering tools listed above in their future engin eering courses.",ME,4,[],[],[]
3243,20242,ME       12S,INTRO MACHINE SHOP,"Basic machine shop skills course. Students learn to work safely in a machine   shop.   Students are introduced to the use of hand tools, the lathe, the milling machine,   drill press, saws, and precision measuring tools. Students apply these skills by   completing a project.",ME,1,[],[],[]
